,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
778,SMAD3,HGNC:6769,aneurysm-osteoarthritis syndrome,MONDO_0013426,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3210,2016-12-01T00:00:00,complete,yes,Q14903974,Q56002697
779,SMAD4,HGNC:6770,generalized juvenile polyposis/juvenile polyposis coli,MONDO_0008276,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9856,2017-06-26T00:00:00,complete,yes,Q14904154,Q609165
780,SMARCA1,HGNC:11097,Coffin-Siris syndrome,MONDO_0015452,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/5479,2016-11-15T00:00:00,error,no,Q18031592,absent
781,SMARCA4,HGNC:11100,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9866,2017-05-08T00:00:00,error,no,Q18031595,Q783644
782,SMARCA4,HGNC:11100,rhabdoid tumor predisposition syndrome 2,MONDO_0013224,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e5edb191-f515-47a3-b1d8-cc723eaef665--2018-06-29T05:50:02,2018-06-29T05:50:02.692Z,error,yes,Q18031595,absent
783,SMARCB1,HGNC:11103,rhabdoid tumor predisposition syndrome 1,MONDO_0012252,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8d7390e7-0bb1-4ba1-b97e-7f666b52c86b--2018-10-12T20:59:53,2018-10-12T20:59:53.762Z,error,yes,Q18031596,absent
784,SMC1A,HGNC:11111,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c281f5fd-d868-4425-a7b4-8e39e3b2090e--2019-06-19T16:00:00,2019-06-19T16:00:00.000Z,error,yes,Q15311673,absent
785,SMPX,HGNC:11122,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/29773bee-1f13-43f6-bda0-c5a646efccd7--2017-09-12T16:00:00,2017-09-12T16:00:00.000Z,complete,yes,Q18037581,Q9079046
786,SMS,HGNC:11123,syndromic X-linked intellectual disability Snyder type,MONDO_0010664,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8f1ca85b-ad57-4c64-9abf-9ae5d915703f--2018-05-16T19:55:43,2018-05-16T19:55:43.428Z,complete,yes,Q18031610,Q22965579
787,SNAI2,HGNC:11094,Waardenburg syndrome,MONDO_0018094,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/9c01d8d8-40a4-4b11-ad9c-8283bb937c55--2018-08-23T14:32:04,2018-08-23T14:32:04.472Z,error,no,Q18031591,absent
788,SOS1,HGNC:11187,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9781b6bf-9b1e-4a10-a0a9-7e56562a6e3a--2018-07-24T14:25:57,2018-07-24T14:25:57.941Z,error,yes,Q14908123,absent
789,SOS1,HGNC:11187,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/cf0ea291-849a-4bd9-a12a-cd9daad7e214--2018-07-24T18:43:23,2018-07-24T18:43:23.396Z,error,no,Q14908123,Q1136492
790,SOS1,HGNC:11187,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/ee5b916f-82ef-4738-82c8-46ee2fad131b--2018-06-01T19:40:35,2018-06-01T19:40:35.204Z,error,no,Q14908123,absent
791,SOS1,HGNC:11187,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/80534122-9c46-4532-a7c0-b3aa604457d6--2018-06-01T19:53:29,2018-06-01T19:53:29.529Z,error,no,Q14908123,absent
792,SOS1,HGNC:11187,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/89b2e593-f90c-40d2-b32c-860a39773a00--2018-06-01T19:57:25,2018-06-01T19:57:25.532Z,error,no,Q14908123,Q55783530
793,SOS2,HGNC:11188,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/a4f17fea-41e8-4639-b552-f8a514aeedc8--2018-06-06T12:35:43,2018-06-06T12:35:43.924Z,error,no,Q18031647,absent
794,SOS2,HGNC:11188,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/d6c2740b-3072-47d5-9c9d-71426de904c7--2018-06-06T12:43:14,2018-06-06T12:43:14.702Z,error,no,Q18031647,absent
795,SOS2,HGNC:11188,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/dc827955-533f-4a54-b415-94635df73ef7--2018-06-06T12:39:21,2018-06-06T12:39:21.838Z,error,no,Q18031647,Q1136492
796,SOS2,HGNC:11188,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9df6045c-63e0-419b-8dae-d60a08b2efbb--2018-06-06T12:54:26,2018-06-06T12:54:26.608Z,error,no,Q18031647,Q55783530
797,SOS2,HGNC:11188,Noonan syndrome,MONDO_0018997,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/f20a1034-e29d-49bb-aed9-b4ba63dc5968--2018-07-25T15:05:37,2018-07-25T15:05:37.635Z,error,no,Q18031647,absent
798,SOX10,HGNC:11190,Waardenburg syndrome type 4C,MONDO_0013202,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/00a5b707-a265-4af0-a7e1-f15734ea42b9--2018-06-19T16:00:00,2018-06-19T16:00:00.000Z,complete,yes,Q18031655,Q32145200
799,SPEG,HGNC:16901,"myopathy, centronuclear, 5",MONDO_0014418,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3a8f91f1-da1e-489d-84e1-46aa543b3df9--2020-01-12T21:34:16,2020-01-12T21:34:16.305Z,error,yes,Q18035194,absent
800,SPRED1,HGNC:20249,Legius syndrome,MONDO_0012669,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3ba44430-8f71-4b94-a6f1-7f66d3a27897--2019-01-24T05:00:00,2019-01-24T05:00:00.000Z,complete,yes,Q18052504,Q890470
801,SPTAN1,HGNC:11273,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6737ac52-8177-4be1-95fe-92ddecbf5636--2019-01-17T17:24:27,2019-01-17T17:24:27.145Z,complete,yes,Q18031691,Q56014174
802,SRPX2,HGNC:30668,rolandic epilepsy-speech dyspraxia syndrome,MONDO_0015587,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/e9555886-a248-4bd4-b3dc-50ff503d6e7a--2018-07-19T22:41:35,2018-07-19T22:41:35.410Z,error,no,Q18038755,Q56013736
803,STK11,HGNC:11389,Peutz-Jeghers syndrome,MONDO_0008280,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9992,2017-02-22T00:00:00,error,yes,Q2745322,absent
804,STK11,HGNC:11389,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8708,2016-10-26T00:00:00,error,no,Q2745322,Q172341
805,STRC,HGNC:16035,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/977b98b7-00f4-4200-9b17-f37303889ab4--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q18052497,Q9079046
806,STXBP1,HGNC:11444,infantile epilepsy syndrome,MONDO_0020071,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a8d21800-652f-431b-a5d8-4208d4e91d46--2018-06-01T18:09:54,2018-06-01T18:09:54.232Z,complete,yes,Q18031776,Q18553413
807,SUCLA2,HGNC:11448,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/eedc8c99-a02a-4a34-ba72-1b0fc975e63f--2019-04-18T18:01:00,2019-04-18T18:01:00.762Z,error,yes,Q18033409,absent
808,SUCLG1,HGNC:11449,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/fd0a5a96-69b8-47fb-9b7b-17de29439ecc--2019-04-18T18:14:48,2019-04-18T18:14:48.882Z,error,no,Q18033406,absent
809,SUFU,HGNC:16466,medulloblastoma,MONDO_0007959,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1408d8b1-015c-48b3-a28e-d99b5545fce8--2018-10-11T18:42:15,2018-10-11T18:42:15.077Z,error,yes,Q17145556,absent
810,SUOX,HGNC:11460,isolated sulfite oxidase deficiency,MONDO_0010089,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/be1ff294-4444-4d39-a507-a2115bcdcd58--2019-03-22T16:00:00,2019-03-22T16:00:00.000Z,complete,yes,Q14916244,Q55782334
811,SURF1,HGNC:11474,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2ed17d9b-e746-4f1f-9c39-26f46bb2eadc--2019-04-08T16:03:38,2019-04-08T16:03:38.698Z,error,yes,Q18031793,absent
812,SYN1,HGNC:11494,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ca5a3e64-5daa-4a2f-876d-4e7648c53ff8--2018-12-05T17:00:00,2018-12-05T17:00:00.000Z,error,no,Q18031806,absent
813,SYNE4,HGNC:26703,nonsyndromic genetic deafness,MONDO_0019497,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/7ba8e80d-ccfe-4c9d-a2a9-6abaa9dfacc6--2020-02-06T17:10:16,2020-02-06T17:10:16.249Z,error,no,Q18052561,Q9079046
814,SYNGAP1,HGNC:11497,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b19f2a30-5538-4339-9018-150fd1bcd9c8--2019-04-02T16:00:00,2019-04-02T16:00:00.000Z,error,yes,Q18033465,absent
815,SYP,HGNC:11506,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9521,2017-12-20T00:00:00,error,no,Q14864388,absent
816,TACO1,HGNC:24316,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ae2fd0e4-db4e-4e17-bfc8-c43719066f97--2019-10-16T15:04:33,2019-10-16T15:04:33.004Z,error,no,Q18040095,absent
817,TAT,HGNC:11573,tyrosinemia type II,MONDO_0010160,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7a28aa11-78af-4c3b-900e-79c6a1e9339a--2019-03-08T17:00:00,2019-03-08T17:00:00.000Z,error,yes,Q18298361,absent
818,TBC1D24,HGNC:29203,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cd496a45-5ae0-4e56-8a3d-2c410a5bd0c8--2018-03-27T16:00:00,2018-03-27T16:00:00.000Z,error,no,Q18043053,Q9079046
819,TCAP,HGNC:11610,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8761,2017-04-10T00:00:00,error,no,Q18033105,absent
820,TCF4,HGNC:11634,Pitt-Hopkins syndrome,MONDO_0012589,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/096f830c-0065-456a-9e26-db54fd157981--2018-05-02T13:07:00,2018-05-02T13:07:00.401Z,complete,yes,Q14913982,Q1164401
821,TCOF1,HGNC:11654,Treacher-Collins syndrome,MONDO_0002457,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3f91c5fe-8e58-4c98-9878-e428e2e41dd7--2019-09-17T16:00:00,2019-09-17T16:00:00.000Z,complete,yes,Q14880865,Q744790
822,TECTA,HGNC:11720,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0c7395aa-89bb-40e2-a226-0500fef478bb--2018-09-12T15:56:22,2018-09-12T15:56:22.335Z,complete,yes,Q18031940,Q9079046
823,TECTA,HGNC:11720,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/95b38b73-f807-4401-9600-fe1f319b9dd9--2018-01-02T17:00:00,2018-01-02T17:00:00.000Z,complete,yes,Q18031940,Q9079046
824,TGFB2,HGNC:11768,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8254,2016-05-06T00:00:00,error,yes,Q14908050,absent
825,TGFB3,HGNC:11769,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8266,2016-12-22T00:00:00,error,no,Q18031970,absent
826,TGFBR1,HGNC:11772,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8255,2016-10-12T00:00:00,error,yes,Q14911572,absent
827,TGFBR1,HGNC:11772,Loeys-Dietz syndrome,MONDO_0018954,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8a546ce2-432c-4c8a-90e5-97293d7938be--2019-03-27T16:00:00,2019-03-27T16:00:00.000Z,complete,yes,Q14911572,Q3508669
828,TGFBR1,HGNC:11772,multiple self-healing squamous epithelioma,MONDO_0007566,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/570947a0-3e45-419c-bc22-0fdc60ca6009--2019-12-20T21:25:50,2019-12-20T21:25:50.834Z,complete,yes,Q14911572,Q18556880
829,TGFBR2,HGNC:11773,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8256,2016-02-15T00:00:00,error,yes,Q14911585,absent
830,TH,HGNC:11782,tyrosine hydroxylase deficiency,MONDO_0100064,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c4bf9fbb-0046-4a90-9e74-0b3b79f28f59--2019-03-22T16:54:59,2019-03-22T16:54:59.143Z,error,yes,Q18254977,absent
831,TIMM8A,HGNC:11817,deafness dystonia syndrome,MONDO_0010578,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a21d3842-b39e-4f98-860a-61a9aa4e2d2b--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q17913967,Q3508677
832,TJP2,HGNC:11828,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/bb5c5be5-918d-4ba5-b4ad-e243119a7e6a--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18034074,Q9079046
833,TMC1,HGNC:16513,autosomal recessive nonsyndromic deafness 7,MONDO_0010967,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5658,2017-02-15T00:00:00,complete,yes,Q18049298,Q28024647
834,TMC1,HGNC:16513,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/966d2fa1-5245-420d-9bf0-4a36aab29d74--2018-06-22T16:00:00,2018-06-22T16:00:00.000Z,complete,yes,Q18049298,Q9079046
835,TMEM127,HGNC:26038,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8360,2017-06-22T00:00:00,complete,yes,Q18041934,Q56013982
836,TMEM132E,HGNC:26991,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9547,2017-11-21T00:00:00,error,no,Q18049597,absent
837,TMIE,HGNC:30800,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b025a472-0a48-469c-a5f3-70df12ade334--2017-09-29T04:00:00,2017-09-29T04:00:00.000Z,complete,yes,Q18053904,Q9079046
838,TMPO,HGNC:11875,familial isolated dilated cardiomyopathy,MONDO_0015470,SOP4,Refuted,https://search.clinicalgenome.org/kb/gene-validity/3211,2016-11-30T00:00:00,error,no,Q14907451,Q56013726
839,TMPO,HGNC:11875,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/a1e1bb21-c617-4aac-b9d8-1c2054d76c55--2018-08-01T17:19:30,2018-08-01T17:19:30.510Z,error,no,Q14907451,absent
840,TMPRSS3,HGNC:11877,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ee13ba8c-7986-4e6c-8a39-4ee197ba4023--2017-08-22T16:00:00,2017-08-22T16:00:00.000Z,complete,yes,Q18045709,Q9079046
841,TMTC2,HGNC:25440,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/0e56b4d6-4947-4de5-a3a7-373145019239--2018-08-22T17:57:07,2018-08-22T17:57:07.847Z,error,no,Q18052459,Q9079046
842,TNC,HGNC:5318,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fce4988a-fb20-4f95-b73a-799c47b67e3b--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q18027461,Q9079046
843,TNNC1,HGNC:11943,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8765,2016-11-01T16:00:00,error,no,Q18032046,absent
844,TNNC2,HGNC:11944,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8760,2017-04-04T00:00:00,error,no,Q18032038,absent
845,TNNI3,HGNC:11947,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8769,2017-09-05T16:00:00,error,yes,Q18032049,absent
846,TNNT2,HGNC:11949,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8770,2017-11-07T16:00:00,error,yes,Q18032051,absent
847,TP53,HGNC:11998,Li-Fraumeni syndrome,MONDO_0018875,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10083,2018-01-10T00:00:00,complete,yes,Q14818098,Q187542
848,TP53,HGNC:11998,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9991,2018-01-10T00:00:00,error,no,Q14818098,Q172341
849,TPM1,HGNC:12010,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8771,2016-12-20T16:00:00,error,yes,Q18032079,absent
850,TPRN,HGNC:26894,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a4dce399-9aeb-452e-a917-3603eb09d11f--2017-09-12T04:00:00,2017-09-12T04:00:00.000Z,complete,yes,Q18054763,Q9079046
851,TRIM63,HGNC:16007,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d9f35d3c-2d30-4947-9d10-87d21405586e--2018-08-01T16:33:16,2018-08-01T16:33:16.590Z,error,no,Q18047719,absent
852,TRIOBP,HGNC:17009,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9543,2017-06-06T00:00:00,error,yes,Q18036107,absent
853,TRPM4,HGNC:17993,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10164,false,error,no,Q15323765,absent
854,TSC1,HGNC:12362,tuberous sclerosis 1,MONDO_0008612,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8750,2017-03-01T00:00:00,complete,yes,Q14908113,Q55998494
855,TSC1,HGNC:12362,tuberous sclerosis,MONDO_0001734,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/61b07bb0-1385-4344-8b6c-571f6a271000--2019-01-23T17:00:00,2019-01-23T17:00:00.000Z,complete,yes,Q14908113,Q1362721
856,TSC2,HGNC:12363,tuberous sclerosis 1,MONDO_0008612,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8749,2017-03-08T00:00:00,complete,yes,Q18032199,Q55998494
857,TSC2,HGNC:12363,tuberous sclerosis,MONDO_0001734,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0b0a33ff-44ca-497c-8499-cc1f50cead93--2019-01-23T17:00:00,2019-01-23T17:00:00.000Z,complete,yes,Q18032199,Q1362721
858,TSFM,HGNC:12367,Leigh syndrome,MONDO_0009723,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/e3d30a3f-a054-4812-9b97-116a8834fcb1--2020-02-12T19:55:29,2020-02-12T19:55:29.785Z,error,no,Q18035029,absent
859,TSPAN7,HGNC:11854,"intellectual disability, X-linked 58",MONDO_0010266,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9522,2018-02-08T00:00:00,error,no,Q18032014,absent
860,TSPEAR,HGNC:1268,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/f0928b06-d3bb-41fe-8222-d7f0e6c0a25a--2017-09-26T04:00:00,2017-09-26T04:00:00.000Z,error,no,Q18040904,Q9079046
861,TTC19,HGNC:26006,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8dc9dcb6-1f63-41b1-80f1-a0f2a87b5ec4--2019-09-19T16:01:32,2019-09-19T16:01:32.570Z,error,yes,Q18041365,absent
862,TTN,HGNC:12403,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10077,2017-12-14T00:00:00,error,no,Q14865286,absent
863,TTR,HGNC:12405,hereditary ATTR amyloidosis,MONDO_0017132,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10063,2017-12-11T13:00:00,complete,yes,Q14864353,Q55786851
864,TUBB4B,HGNC:20771,Leber congenital amaurosis with early-onset deafness,MONDO_0060650,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3b80d55d-0060-4b1c-849b-648011337400--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,error,no,Q18035340,absent
865,UBE2A,HGNC:12472,syndromic X-linked intellectual disability Nascimento type,MONDO_0010461,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/94765cdb-fe12-4098-b28e-20cd58744271--2018-07-13T13:49:34,2018-07-13T13:49:34.109Z,complete,yes,Q18032252,Q28065624
866,UBE3A,HGNC:12496,Angelman syndrome,MONDO_0007113,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/df25de82-ea9a-4d86-8b42-6587a39650e3--2018-05-02T13:23:44,2018-05-02T13:23:44.716Z,complete,yes,Q14878336,Q535364
867,UPF3B,HGNC:20439,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a1caf030-ef58-4f8f-ba40-aabbf81cf6b1--2019-07-03T20:14:44,2019-07-03T20:14:44.825Z,error,yes,Q18045854,absent
868,UQCRQ,HGNC:29594,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/9bf205a2-6eb3-40aa-b3dd-54c19ce6e6f7--2019-10-16T14:46:56,2019-10-16T14:46:56.909Z,error,no,Q18038595,absent
869,USH1C,HGNC:12597,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5664,2017-02-15T00:00:00,error,yes,Q18035012,absent
870,USH1C,HGNC:12597,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f4194490-1b41-4d6d-be63-4a2a8827bb85--2018-06-11T04:00:00,2018-06-11T04:00:00.000Z,error,no,Q18035012,Q9079046
871,USH1G,HGNC:16356,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5660,2017-02-15T00:00:00,error,yes,Q18049583,absent
